"property-thumbnail-summary-link href","property-thumbnail-summary-link src","btn","description","price","category","address","address 2","cac","sdb"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-leonard/20933714","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA46C86DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","22","20933714","479 000 $","Condo à vendre","4740, Rue Jean-Talon Est, app. 758","Montréal (Saint-Léonard)","2","1"
"https://www.centris.ca/fr/maison~a-vendre~montreal-le-sud-ouest/9044507","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0EB19BDDDDDDDDDDE&t=pi&w=320&h=240&sm=c","30","9044507","749 000 $","Maison à vendre","1910, Rue des Bassins, app. 101A","Montréal (Le Sud-Ouest)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/22140806","https://mspublic.centris.ca/media.ashx?id=ADDD250DEC99D75DDDDDDDDDDB&t=pi&w=320&h=240&sm=c","18","22140806","825 000 $","Condo à vendre","4247, Rue Clark, app. 401","Montréal (Le Plateau-Mont-Royal)","2","2"
"https://www.centris.ca/fr/maison~a-vendre~montreal-montreal-nord/25530468","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB9A085DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","36","25530468","499 900 $","Maison à vendre","11323Z, Avenue Armand-Lavergne","Montréal (Montréal-Nord)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/15927385","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE91591DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","40","15927385","925 000 $","Condo à vendre","65, Rue Saint-Paul Ouest, app. 205","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/28199879","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB2A2F2DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","14","28199879","565 000 $","Condo à vendre","1901, Rue Richardson, app. 202","Montréal (Le Sud-Ouest)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/24559827","https://mspublic.centris.ca/media.ashx?id=ADDD250DEEA0188DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","22","24559827","429 000 $","Condo à vendre","10150, Avenue du Bois-de-Boulogne, app. 507","Montréal (Ahuntsic-Cartierville)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-outremont/13830702","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF2054FDDDDDDDDDDF&t=pi&w=320&h=240&sm=c","10","13830702","619 000 $","Condo à vendre","5990, Avenue Durocher, app. 9","Montréal (Outremont)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/11448726","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE6E595DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","28","11448726","530 000 $","Condo à vendre","1181, Rue Bishop, app. 804","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/13156460","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0374CBDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","31","13156460","1 198 000 $","Condo à vendre","1, Avenue Viger Ouest, app. PH06","Montréal (Ville-Marie)","2","3"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-mercier-hochelaga-maisonneuve/22400792","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB7C6BBDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","17","22400792","810 000 $","Triplex à vendre","1877 - 1881, Rue Saint-Clément","Montréal (Mercier/Hochelaga-Maisonneuve)","2","1"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-villeray-saint-michel-parc-extension/25191884","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB28904DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","45","25191884","945 000 $","Triplex à vendre","9076 - 9078, 16e Avenue","Montréal (Villeray/Saint-Michel/Parc-Extension)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/21447289","https://mspublic.centris.ca/media.ashx?id=ADDD250DE09D7E3DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","17","21447289","441 900 $","Condo à vendre","1971, Rue du Havre, app. 410","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/21869766","https://mspublic.centris.ca/media.ashx?id=ADDD250DE03122CDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","36","21869766","595 000 $","Condo à vendre","5610, Rue Saint-Patrick, app. 306","Montréal (Le Sud-Ouest)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/23238111","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB02229DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","51","23238111","334 000 $","Condo à vendre","2940, Avenue Van Horne, app. 7","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-villeray-saint-michel-parc-extension/13805904","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAEDFC2DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","19","13805904","699 000 $","Condo à vendre","901, Avenue Beaumont, app. 303","Montréal (Villeray/Saint-Michel/Parc-Extension)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/9153935","https://mspublic.centris.ca/media.ashx?id=ADDD250DE093FC0DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","13","9153935","479 000 $","Condo à vendre","405, Rue de la Concorde, app. 2210","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/17804414","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0531F9DDDDDDDDDDC&t=pi&w=320&h=240&sm=c","43","17804414","1 785 000 $","Condo à vendre","100, Rue Murray, app. 2501","Montréal (Le Sud-Ouest)","2","3"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/15513529","https://mspublic.centris.ca/media.ashx?id=ADDD250D2E85D7BDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","23","15513529","1 256 900 $","Condo à vendre","1201 - 1215, Place Phillips, app. 3010","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/24407998","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0B74F1DDDDDDDDDDC&t=pi&w=320&h=240&sm=c","58","24407998","499 800 $","Condo à vendre","855, Rue Irène, app. 371","Montréal (Le Sud-Ouest)","2","2"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-le-sud-ouest/26062606","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE53199DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","27","26062606","775 000 $","Triplex à vendre","753 - 757, Avenue Brewster","Montréal (Le Sud-Ouest)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24753907","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB7C0CADDDDDDDDDDA&t=pi&w=320&h=240&sm=c","36","24753907","999 000 $","Condo à vendre","1210, Rue Jeanne-Mance, app. 3101","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/22371413","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB0A14ADDDDDDDDDDB&t=pi&w=320&h=240&sm=c","23","22371413","465 000 $","Condo à vendre","1750, Rue Saint-Louis, app. 418","Montréal (Saint-Laurent)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/20743240","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA09932DDDDDDDDDDD&t=pi&w=320&h=240&sm=c","33","20743240","659 000 $","Condo à vendre","1400, Rue Ottawa, app. 831B","Montréal (Le Sud-Ouest)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/12742144","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE3D537DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","27","12742144","2 450 000 $","Condo à vendre","1188, Avenue Union, app. PH3907","Montréal (Ville-Marie)","2","3"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/17701968","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFCBDFCDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","10","17701968","659 900 $","Condo à vendre","285, Avenue Laurier Est, app. 104","Montréal (Le Plateau-Mont-Royal)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/12467923","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA5D941DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","17","12467923","379 900 $","Condo à vendre","9571, Rue Bellerive","Montréal (Mercier/Hochelaga-Maisonneuve)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-outremont/12386565","https://mspublic.centris.ca/media.ashx?id=ADDD250DE09A7BADDDDDDDDDD4&t=pi&w=320&h=240&sm=c","16","12386565","349 000 $","Condo à vendre","5539, Avenue Woodbury, app. 3","Montréal (Outremont)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/16278822","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE42383DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","52","16278822","499 000 $","Condo à vendre","7227, boulevard Newman, app. 105","Montréal (LaSalle)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/17516756","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBC8F40DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","25","17516756","448 900 $","Condo à vendre","2900, Rue du Trianon, app. 103","Montréal (Mercier/Hochelaga-Maisonneuve)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/14139683","https://mspublic.centris.ca/media.ashx?id=ADDD250DE48A1D8DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","17","14139683","565 000 $","Condo à vendre","1205, Rue MacKay, app. 607","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/triplex~a-vendre~montreal-rosemont-la-petite-patrie/18287840","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB642B5DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","21","18287840","949 500 $","Triplex à vendre","2127 - 2131, Rue des Carrières","Montréal (Rosemont/La Petite-Patrie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/25844295","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB871D3DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","46","25844295","899 000 $","Condo à vendre","2084, Rue Clark, app. 101","Montréal (Ville-Marie)","2","3"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/21013418","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB91550DDDDDDDDDDC&t=pi&w=320&h=240&sm=c","26","21013418","449 000 $","Condo à vendre","7700, Rue Bouvier, app. 312","Montréal (LaSalle)","2","1"
"https://www.centris.ca/fr/quadruplex~a-vendre~montreal-mercier-hochelaga-maisonneuve/19594007","https://mspublic.centris.ca/media.ashx?id=ADDD250DE064264DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","8","19594007","939 000 $","Quadruplex à vendre","3920 - 3924, Rue Taillon","Montréal (Mercier/Hochelaga-Maisonneuve)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/12041395","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF4C52ADDDDDDDDDD2&t=pi&w=320&h=240&sm=c","28","12041395","449 000 $","Condo à vendre","9200, Rue Hochelaga, app. 208","Montréal (Mercier/Hochelaga-Maisonneuve)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18370385","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0C7B0DDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","37","18370385","589 000 $","Condo à vendre","221, Rue Saint-Jacques, app. 901","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/11477889","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB1EC68DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","41","11477889","399 000 $","Condo à vendre","3475, Avenue Ridgewood, app. 300","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-riviere-des-prairies-pointe-aux-trembles/18753897","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBA28CADDDDDDDDDD4&t=pi&w=320&h=240&sm=c","25","18753897","339 900 $","Condo à vendre","9986, boulevard Perras","Montréal (Rivière-des-Prairies/Pointe-aux-Trembles)","2","1"
"https://www.centris.ca/fr/maison~a-vendre~montreal-rosemont-la-petite-patrie/20854207","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBAD54BDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","27","20854207","599 000 $","Maison à vendre","6359, 26e Avenue","Montréal (Rosemont/La Petite-Patrie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-pierrefonds-roxboro/21287745","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA5E896DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","19","21287745","409 000 $","Condo à vendre","13330, boulevard de Pierrefonds, app. A111","Montréal (Pierrefonds-Roxboro)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-outremont/18150646","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0033EDDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","27","18150646","669 000 $","Condo à vendre","945, Avenue Rockland","Montréal (Outremont)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/22465067","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB94A7BDDDDDDDDDDF&t=pi&w=320&h=240&sm=c","37","22465067","659 000 $","Condo à vendre","4959, Rue Jean-Talon Ouest, app. 715","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/23420938","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFE3A42DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","30","23420938","649 000 $","Condo à vendre","925, boulevard René-Lévesque Est, app. 702","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-mercier-hochelaga-maisonneuve/25818012","https://mspublic.centris.ca/media.ashx?id=ADDD250DE48428FDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","33","25818012","529 000 $","Condo à vendre","6750, Rue Sherbrooke Est, app. 109","Montréal (Mercier/Hochelaga-Maisonneuve)","2","3"
"https://www.centris.ca/fr/maison~a-vendre~montreal-saint-laurent/22790856","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA4C188DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","29","22790856","779 000 $","Maison à vendre","1625, Avenue Sainte-Croix","Montréal (Saint-Laurent)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/21941879","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF1BCC2DDDDDDDDDD0&t=pi&w=320&h=240&sm=c","6","21941879","460 000 $","Condo à vendre ou à louer","1190, Rue MacKay, app. 501","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/27795139","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA5976FDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","15","27795139","429 000 $","Condo à vendre","10150, Place de l'Acadie, app. 711","Montréal (Ahuntsic-Cartierville)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-riviere-des-prairies-pointe-aux-trembles/11423055","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBFA1D7DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","19","11423055","349 900 $","Condo à vendre","1127, Rue Alexander-C.-Hutchison","Montréal (Rivière-des-Prairies/Pointe-aux-Trembles)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-pierrefonds-roxboro/28130709","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE004C9DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","16","28130709","325 000 $","Condo à vendre","10425, boulevard Gouin Ouest, app. 104","Montréal (Pierrefonds-Roxboro)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18973209","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB0697DDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","33","18973209","750 000 $","Condo à vendre","2600, Avenue Pierre-Dupuy, app. 501","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/14619674","https://mspublic.centris.ca/media.ashx?id=ADDD250DE2B6EDEDDDDDDDDDD1&t=pi&w=320&h=240&sm=c","30","14619674","524 000 $","Condo à vendre","190, Rue Murray, app. 1209","Montréal (Le Sud-Ouest)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/26609274","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB72146DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","27","26609274","479 000 $","Condo à vendre","3945, Rue Rivard","Montréal (Le Plateau-Mont-Royal)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/13326575","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA3BC84DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","31","13326575","1 995 000 $","Condo à vendre","1455, Rue Sherbrooke Ouest, app. PH7","Montréal (Ville-Marie)","2","3"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/14574882","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBB64BCDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","36","14574882","299 000 $","Condo à vendre","9267, boulevard LaSalle, app. 2","Montréal (LaSalle)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/14633824","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0C6799DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","30","14633824","749 000 $","Condo à vendre","1910, Rue des Bassins, app. 101","Montréal (Le Sud-Ouest)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/24528176","https://mspublic.centris.ca/media.ashx?id=ADDD250DE293220DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","31","24528176","819 900 $","Condo à vendre","1188, Rue Saint-Antoine Ouest, app. 2704","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/18125215","https://mspublic.centris.ca/media.ashx?id=ADDD250DE4594AEDDDDDDDDDD4&t=pi&w=320&h=240&sm=c","40","18125215","1 149 000 $","Condo à vendre","2500, Avenue Pierre-Dupuy, app. 707","Montréal (Ville-Marie)","2","3"
"https://www.centris.ca/fr/condo~a-vendre~montreal-riviere-des-prairies-pointe-aux-trembles/25189180","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0B192EDDDDDDDDDDD&t=pi&w=320&h=240&sm=c","15","25189180","339 999 $","Condo à vendre","9944, boulevard Perras","Montréal (Rivière-des-Prairies/Pointe-aux-Trembles)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/25168570","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0640D8DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","15","25168570","315 000 $","Condo à vendre","11, Avenue Lafleur, app. 104","Montréal (LaSalle)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/10586198","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE92835DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","25","10586198","849 000 $","Condo à vendre","80, Rue Prince, app. 703","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-rosemont-la-petite-patrie/11939087","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB3B2FDDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","22","11939087","529 000 $","Condo à vendre","6293, boulevard Pie-IX","Montréal (Rosemont/La Petite-Patrie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ahuntsic-cartierville/16970943","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA9ACEDDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","11","16970943","448 000 $","Condo à vendre","10130, Rue Lauraine-Vaillancourt, app. 304","Montréal (Ahuntsic-Cartierville)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/21548920","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB690D9DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","17","21548920","585 000 $","Condo à vendre","1288, Rue Saint-Antoine Ouest, app. 304","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/25415702","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB791B7DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","15","25415702","449 000 $","Condo à vendre","2540, Rue Saint-Charles","Montréal (Le Sud-Ouest)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/15177673","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF173A4DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","26","15177673","1 525 000 $","Condo à vendre","6150, Avenue du Boisé, app. 8A","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-lasalle/13710363","https://mspublic.centris.ca/media.ashx?id=ADDD250DE251289DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","19","13710363","382 000 $","Condo à vendre","85, Rue McVey, app. 2","Montréal (LaSalle)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17763931","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBDA283DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","68","17763931","908 000 $","Condo à vendre","700, Rue Saint-Paul Ouest, app. 1215","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/27568154","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC0EE1DDDDDDDDDDF&t=pi&w=320&h=240&sm=c","21","27568154","529 000 $","Condo à vendre","1800, boulevard René-Lévesque Ouest, app. 103","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/16583948","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFE8ACCDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","32","16583948","649 000 $","Condo à vendre","1901, Rue Amelia-Earhart","Montréal (Saint-Laurent)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/13449213","https://mspublic.centris.ca/media.ashx?id=ADDD250DEACDF58DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","29","13449213","575 000 $","Condo à vendre","377, Rue Sherbrooke Ouest, app. 314","Montréal (Le Plateau-Mont-Royal)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/17310190","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBBFD5DDDDDDDDDDDC&t=pi&w=320&h=240&sm=c","44","17310190","599 000 $","Condo à vendre","100, Avenue des Sommets, app. 803","Montréal (Verdun/Île-des-Soeurs)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/14163563","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0E0A3DDDDDDDDDDD2&t=pi&w=320&h=240&sm=c","56","14163563","529 000 $","Condo à vendre","2240, boulevard Thimens, app. 951","Montréal (Saint-Laurent)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/21440029","https://mspublic.centris.ca/media.ashx?id=ADDD250DEA84F95DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","17","21440029","495 000 $","Condo à vendre","5410, Avenue Papineau, app. 207","Montréal (Le Plateau-Mont-Royal)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-verdun-ile-des-soeurs/14976526","https://mspublic.centris.ca/media.ashx?id=ADDD250DE09BC2DDDDDDDDDDDB&t=pi&w=320&h=240&sm=c","58","14976526","795 000 $","Condo à vendre","101, Rue de la Rotonde, app. 1101","Montréal (Verdun/Île-des-Soeurs)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/9495613","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBCAB59DDDDDDDDDD2&t=pi&w=320&h=240&sm=c","44","9495613","699 000 $","Condo à vendre","1288, Avenue des Canadiens-de-Montréal, app. 4007","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/17220955","https://mspublic.centris.ca/media.ashx?id=ADDD250DEB17F97DDDDDDDDDD4&t=pi&w=320&h=240&sm=c","22","17220955","549 900 $","Condo à vendre","2055, Rue du Fort, app. 309","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-sud-ouest/14304708","https://mspublic.centris.ca/media.ashx?id=ADDD250DEE8F3FFDDDDDDDDDD0&t=pi&w=320&h=240&sm=c","29","14304708","669 000 $","Condo à vendre","235, Rue Peel, app. 1101","Montréal (Le Sud-Ouest)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/27252490","https://mspublic.centris.ca/media.ashx?id=ADDD250DE0A45A5DDDDDDDDDD1&t=pi&w=320&h=240&sm=c","32","27252490","1 038 000 $","Condo à vendre","1400, boulevard René-Lévesque Ouest, app. 3402","Montréal (Ville-Marie)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-ville-marie/27015551","https://mspublic.centris.ca/media.ashx?id=ADDD250DEBAC7F6DDDDDDDDDDA&t=pi&w=320&h=240&sm=c","60","27015551","560 462 $","Condo à vendre","245, boulevard Robert-Bourassa, app. 2216","Montréal (Ville-Marie)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/15633815","https://mspublic.centris.ca/media.ashx?id=ADDD250DEFC3E58DDDDDDDDDDC&t=pi&w=320&h=240&sm=c","26","15633815","499 000 $","Condo à vendre","5250, boulevard Henri-Bourassa Ouest, app. 209","Montréal (Saint-Laurent)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-saint-laurent/22712545","https://mspublic.centris.ca/media.ashx?id=ADDD250DE478B2FDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","7","22712545","501 500 $","Condo à vendre","2030, Rue Lucien-Thimens, app. 107","Montréal (Saint-Laurent)","2","2"
"https://www.centris.ca/fr/condo~a-vendre~montreal-le-plateau-mont-royal/15401772","https://mspublic.centris.ca/media.ashx?id=ADDD250DEAEFC54DDDDDDDDDDE&t=pi&w=320&h=240&sm=c","20","15401772","859 000 $","Condo à vendre","4258, Rue Marquette","Montréal (Le Plateau-Mont-Royal)","2","1"
"https://www.centris.ca/fr/condo~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/28443669","https://mspublic.centris.ca/media.ashx?id=ADDD250DEF1FDFDDDDDDDDDDDA&t=pi&w=320&h=240&sm=c","30","28443669","465 000 $","Condo à vendre","6010, Avenue Coolbrook","Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce)","2","1"
